,id,name,first_air_date,overview,popularity,vote_average,vote_count
96,21650,I'm in the Band,2009-11-27,"Tripp Campbell is the new lead guitarist for Iron Weasel, a band that once ruled the world of 80s pop metal. Can he push the washed-up rockers out of his parents' guest room and back in the limelight?",51.378,8.5,260
97,89901,Dickinson,2019-11-01,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world’s greatest poet.",125.646,8.546,914
98,86031,Dr. STONE,2019-07-05,"One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he's not alone! His science-loving friend Senku's been up and running for a few months and he's got a grand plan in mind, to kickstart civilization with the power of science!",24.339,8.546,1449
99,83095,The Rising of the Shield Hero,2019-01-09,"Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world. But will he really find a way to overturn this desperate situation?",276.312,8.545,1359
100,225180,BLUE EYE SAMURAI,2023-11-03,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",64.013,8.544,476
101,94664,Mushoku Tensei: Jobless Reincarnation,2021-01-11,"A 34-year-old hikikomori is kicked out of his home by his family after the death of his parents. After his eviction, he saves a group of teenagers from being killed by a speeding truck, but loses his life in the process. When he comes to, he realizes he has been reborn as Rudeus Greyrat, in a world of swords and sorcery.",895.514,8.5,1187
102,218539,My Demon,2023-11-24,"A pitiless demon becomes powerless after getting entangled with an icy heiress, who may hold the key to his lost abilities — and his heart.",157.098,8.5,477
103,90447,Hotel Del Luna,2019-07-12,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",111.75,8.543,546
104,75006,The Umbrella Academy,2019-02-15,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",174.92,8.542,9506
105,31910,Naruto Shippūden,2007-02-15,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",239.381,8.542,8168
106,66433,Scarlet Heart: Ryeo,2016-08-29,A story of a 25-year-old Go Hajin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae Soo and finds herself amongst the ruling princes of the Wang Family.,127.6,8.5,522
107,117376,Vincenzo,2021-02-20,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.",109.895,8.5,945
108,60574,Peaky Blinders,2013-09-12,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",473.681,8.537,10061
109,83880,Our Planet,2019-04-05,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,35.856,8.536,371
110,106600,BTS In the SOOP,2020-08-19,"'In the SOOP BTS ver.' is a reality show, portraying BTS members' everyday life, relaxation, and everything in between, away from the city life. A time of freedom and healing in a place for BTS, and BTS only.",15.147,8.5,398
111,30991,Cowboy Bebop,1998-04-03,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",75.664,8.535,1653
112,125910,Young Royals,2021-07-01,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",46.147,8.5,1115
113,2098,Batman: The Animated Series,1992-09-05,"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman"".",122.45,8.5,1614
114,108261,Mr. Queen,2020-12-12,"In the modern age, Jang Bong-hwan is a chef who works for the country's top politicians at the Blue House. He has a free spirit, but he one day finds himself in the body of Queen Cheorin in the Joseon period.",47.77,8.53,415
115,30981,Monster,2004-04-07,"Kenzou Tenma, a Japanese brain surgeon in Germany, finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.",101.342,8.5,607
116,333,Jewel in the Palace,2003-09-15,Orphaned Jang-geum becomes the first female physician in the Joseon Dynasty and her determination is tested when people around her start showing their true faces.,93.305,8.5,247
117,218230,Death's Game,2023-12-15,"At the brink of going to hell, Yee-jae must cycle through twelve separate lives and twelve separate deaths in this reincarnation drama.",94.731,8.521,402
118,86034,Arifureta: From Commonplace to World's Strongest,2019-07-08,"Hajime Nagumo and his high school class are suddenly summoned to a fantastical land as heroes. But while most of his classmates have powerful stats and abilities, Hajime does not. Underappreciated and unprepared, he tumbles into the depths of a monster-infested dungeon where voracity and sacrifice are his only options. To thrive in this savage world, he’ll have no choice but to welcome the abyss.",76.109,8.521,571
119,64196,Overlord,2015-07-07,"In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",854.776,8.521,950
120,96160,My Holo Love,2020-02-07,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,120.475,8.5,844
121,19885,Sherlock,2010-07-25,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,158.889,8.5,5502
122,73488,Les Contes de la rue Broca,1996-12-23,,13.972,8.5,272
123,65648,Maid Sama!,2010-04-02,Misaki Ayuzawa is the first female student council president at a once all-boys school turned co-ed. She rules the school with strict discipline demeanor. But she has a secret—she works at a maid cafe due to her families circumstances. One day the popular A-student and notorious heart breaker Takumi Usui finds out her secret and makes a deal with her to keep it hush from the school in exchange for spending some time with him.,216.051,8.514,573
